year_group,sow_set,id,term,week,dates,cycle,unit,unitName,lessonNo,lessonName,type,obj,alert
Year 13,M1 (shared with Y12 FMM1),y13_m1_013,Michaelmas,M9A,26-30 Oct 2026,A,3,M1.3 Vectors in Mechanics,★,Unit Test 3: M1.3 Vectors in Mechanics,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_014,Michaelmas,M10B,2-6 Nov 2026,B,4,M1.4 Dynamics of a Particle Moving in a Straight Line,1/6,M1.4.1 Force Diagrams,core,Draw and label force diagrams for particles in equilibrium and motion. Interpret resultant forces and directions.; Represent forces as vectors in component form. Resolve forces into horizontal and vertical components.,Year 12 IR1 opens Mon 2 Nov. Yr 7-11 and 13 IR1 opens Tue 3 Nov.
Year 13,M1 (shared with Y12 FMM1),y13_m1_015,Michaelmas,M11A,9-13 Nov 2026,A,4,M1.4 Dynamics of a Particle Moving in a Straight Line,2/6,M1.4.2 Forces as Vectors,core,Draw and label force diagrams for particles in equilibrium and motion. Interpret resultant forces and directions.; Represent forces as vectors in component form. Resolve forces into horizontal and vertical components.,Year 12 IR1 closes Thu 12 Nov. Year 11 mock marking window.
Year 13,M1 (shared with Y12 FMM1),y13_m1_016,Michaelmas,M11A,9-13 Nov 2026,A,4,M1.4 Dynamics of a Particle Moving in a Straight Line,3/6,M1.4.3 Forces and Acceleration + M1.4.4 Motion in Two Dimensions,core,Draw and label force diagrams for particles in equilibrium and motion. Interpret resultant forces and directions.; Represent forces as vectors in component form. Resolve forces into horizontal and vertical components.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_017,Michaelmas,M12B,16-20 Nov 2026,B,4,M1.4 Dynamics of a Particle Moving in a Straight Line,4/6,M1.4.5 Connected Particles,core,Draw and label force diagrams for particles in equilibrium and motion. Interpret resultant forces and directions.; Represent forces as vectors in component form. Resolve forces into horizontal and vertical components.,Yr 7-11 and 13 IR1 closes Mon 16 Nov. IR1 checking window.
Year 13,M1 (shared with Y12 FMM1),y13_m1_018,Michaelmas,M13A,23-27 Nov 2026,A,4,M1.4 Dynamics of a Particle Moving in a Straight Line,5/6,M1.4.6 Pulleys,core,Draw and label force diagrams for particles in equilibrium and motion. Interpret resultant forces and directions.; Represent forces as vectors in component form. Resolve forces into horizontal and vertical components.,Year 12 IR1 publish and Year 12 PTC Thu 26 Nov.
Year 13,M1 (shared with Y12 FMM1),y13_m1_019r,Michaelmas,M13A,23-27 Nov 2026,A,4,M1.4 Dynamics of a Particle Moving in a Straight Line,,Revision,cse,Mixed revision and exam-style practice for M1.4 Dynamics of a Particle Moving in a Straight Line.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_019,Michaelmas,M13A,23-27 Nov 2026,A,4,M1.4 Dynamics of a Particle Moving in a Straight Line,★,Unit Test 4: M1.4 Dynamics of a Particle Moving in a Straight Line,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_020,Michaelmas,M14B,30 Nov-4 Dec 2026,B,5,M1.5 Forces and Friction,1/4,M1.5.1 Resolving Forces,core,Resolve forces into perpendicular components. Apply Newton's laws to equilibrium and motion scenarios.; Model motion on smooth and rough inclined planes. Apply trigonometric resolution and equilibrium conditions.,Yr 7-11 and 13 IR1 publish Thu 3 Dec.
Year 13,M1 (shared with Y12 FMM1),y13_m1_021,Michaelmas,M15A,7-11 Dec 2026,A,5,M1.5 Forces and Friction,2/4,M1.5.2 Inclined Planes,core,Resolve forces into perpendicular components. Apply Newton's laws to equilibrium and motion scenarios.; Model motion on smooth and rough inclined planes. Apply trigonometric resolution and equilibrium conditions.,National holidays Mon 7 Dec and Thu 10 Dec. Sixth Form and IGCSE Options Fair Tue 8 Dec.
Year 13,M1 (shared with Y12 FMM1),y13_m1_022,Michaelmas,M16B,14-16 Dec 2026,B,5,M1.5 Forces and Friction,3/4,M1.5.3 Friction,core,Resolve forces into perpendicular components. Apply Newton's laws to equilibrium and motion scenarios.; Model motion on smooth and rough inclined planes. Apply trigonometric resolution and equilibrium conditions.,Final partial week of Michaelmas. No new heavy content.
Year 13,M1 (shared with Y12 FMM1),y13_m1_023r,Lent,L1A,7-8 Jan 2027,A,5,M1.5 Forces and Friction,,Revision,cse,Mixed revision and exam-style practice for M1.5 Forces and Friction.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_023,Lent,L1A,7-8 Jan 2027,A,5,M1.5 Forces and Friction,★,Unit Test 5: M1.5 Forces and Friction,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Term restart after INSET on Wed 6 Jan. Partial week.
Year 13,M1 (shared with Y12 FMM1),y13_m1_024,Lent,L2B,11-15 Jan 2027,B,0,MOCK WEEK,★,Mock Exam,assessment,No regular teaching. Use mock outcomes for targeted reteaching from L3A.,Year 12 and Year 13 mock week. No regular teaching.
Year 13,M1 (shared with Y12 FMM1),y13_m1_025,Lent,L3A,18-22 Jan 2027,A,6,M1.6 Momentum and Impulse,1/3,M1.6.1 Momentum in One Dimension,core,Define and calculate momentum and impulse. Apply sign conventions to directional momentum problems.; Apply the principle of conservation of momentum to collisions and explosions. Interpret results within physical and algebraic constraints.,Mock review and targeted reteaching. Year 12 and 13 mock results report opens.
Year 13,M1 (shared with Y12 FMM1),y13_m1_026,Lent,L3A,18-22 Jan 2027,A,6,M1.6 Momentum and Impulse,2/3,M1.6.2 Conservation of Momentum,core,Define and calculate momentum and impulse. Apply sign conventions to directional momentum problems.; Apply the principle of conservation of momentum to collisions and explosions. Interpret results within physical and algebraic constraints.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_027r,Lent,L4B,25-29 Jan 2027,B,6,M1.6 Momentum and Impulse,,Revision,cse,Mixed revision and exam-style practice for M1.6 Momentum and Impulse.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_027,Lent,L4B,25-29 Jan 2027,B,6,M1.6 Momentum and Impulse,★,Unit Test 6: M1.6 Momentum and Impulse,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Mock marking/standardisation and report checking window.
Year 13,M1 (shared with Y12 FMM1),y13_m1_028,Lent,L5A,1-5 Feb 2027,A,7,M1.7 Statics of a Particle,1/4,M1.7.1 Static Particles,core,Apply equilibrium conditions to stationary particles. Construct and interpret balanced force diagrams.; Use vector components to test equilibrium conditions. Interpret equilibrium modelling in real contexts.,Power BI and report completion window. Use for consolidation where needed.
Year 13,M1 (shared with Y12 FMM1),y13_m1_029,Lent,L5A,1-5 Feb 2027,A,7,M1.7 Statics of a Particle,2/4,M1.7.2 Modelling with Statics,core,Apply equilibrium conditions to stationary particles. Construct and interpret balanced force diagrams.; Use vector components to test equilibrium conditions. Interpret equilibrium modelling in real contexts.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_030,Lent,L6B,8-12 Feb 2027,B,7,M1.7 Statics of a Particle,3/4,M1.7.3 Friction and Static Particles,core,Apply equilibrium conditions to stationary particles. Construct and interpret balanced force diagrams.; Use vector components to test equilibrium conditions. Interpret equilibrium modelling in real contexts.,Final week before Lent half-term. Year 13 PTC Wed 10 Feb. Avoid starting a new unit.
Year 13,M1 (shared with Y12 FMM1),y13_m1_031r,Lent,L7A,22-26 Feb 2027,A,7,M1.7 Statics of a Particle,,Revision,cse,Mixed revision and exam-style practice for M1.7 Statics of a Particle.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_031,Lent,L7A,22-26 Feb 2027,A,7,M1.7 Statics of a Particle,★,Unit Test 7: M1.7 Statics of a Particle,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,Return after half-term. Year 11 mock week and Yr 7-9 Adventure Week; sixth-form teaching continues.
Year 13,M1 (shared with Y12 FMM1),y13_m1_032,Lent,L7A,22-26 Feb 2027,A,8,M1.8 Moments,1/4,M1.8.1 Moments + M1.8.2 Resultant Moments,core,Calculate moments of a force about a point. Apply the principle of moments to equilibrium problems.; Calculate resultant moments for multiple forces. Apply equilibrium conditions to composite systems.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_033,Lent,L8B,1-5 Mar 2027,B,8,M1.8 Moments,2/4,M1.8.3 Equilibrium,core,Calculate moments of a force about a point. Apply the principle of moments to equilibrium problems.; Calculate resultant moments for multiple forces. Apply equilibrium conditions to composite systems.,Yr 7-10 and 12 IR3 opens. Year 11 and 13 Full Report 3 opens.
Year 13,M1 (shared with Y12 FMM1),y13_m1_034,Lent,L9A,8-12 Mar 2027,A,8,M1.8 Moments,3/4,M1.8.4 Centres of Mass + M1.8.5 Tilting,core,Calculate moments of a force about a point. Apply the principle of moments to equilibrium problems.; Calculate resultant moments for multiple forces. Apply equilibrium conditions to composite systems.,IR3 and full report checking window. Use for final content and consolidation.
Year 13,M1 (shared with Y12 FMM1),y13_m1_035r,Lent,L9A,8-12 Mar 2027,A,8,M1.8 Moments,,Revision,cse,Mixed revision and exam-style practice for M1.8 Moments.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_035,Lent,L9A,8-12 Mar 2027,A,8,M1.8 Moments,★,Unit Test 8: M1.8 Moments,assessment,End-of-unit assessment. Use outcomes to identify gaps and set targeted practice before the next block.,
Year 13,M1 (shared with Y12 FMM1),y13_m1_036,Lent,L10B,15-19 Mar 2027,B,0,Cumulative review,1/1,"Cumulative review, problem-solving and targeted intervention",cse,Revisit recent unit-test errors and practise mixed exam-style questions.,Target deadline for first teaching: finish all examinable content by Fri 19 Mar.
Year 13,M1 (shared with Y12 FMM1),y13_m1_037,Lent,L11A,22-26 Mar 2027,A,0,Past papers,1/2,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week. No new first teaching.
Year 13,M1 (shared with Y12 FMM1),y13_m1_038,Lent,L11A,22-26 Mar 2027,A,0,Past papers,2/2,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",
Year 13,M1 (shared with Y12 FMM1),y13_m1_039,Lent,L12B,29 Mar-2 Apr 2027,B,0,Past papers,1/1,Timed past-paper practice and correction,cse,"Complete timed questions, self-mark against mark schemes, and correct common errors.",Protected past-paper practice week and end of Lent. No new first teaching.
Year 13,M1 (shared with Y12 FMM1),y13_m1_040,Summer,S1A,19-23 Apr 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Summer term starts. Revision, intervention, exam practice and study leave only."
Year 13,M1 (shared with Y12 FMM1),y13_m1_041,Summer,S2B,26-30 Apr 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13,M1 (shared with Y12 FMM1),y13_m1_042,Summer,S3A,3-7 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"National holiday Tue 4 May. Revision, intervention, exam practice and study leave."
Year 13,M1 (shared with Y12 FMM1),y13_m1_043,Summer,S4B,10-14 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13,M1 (shared with Y12 FMM1),y13_m1_044,Summer,S5A,17-21 May 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13,M1 (shared with Y12 FMM1),y13_m1_045,Summer,S6B,24-28 May 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,"Revision, intervention, exam practice and study leave."
Year 13,M1 (shared with Y12 FMM1),y13_m1_046,Summer,S7A,31 May-4 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,National holidays Thu 3 and Fri 4 Jun. Exams/study leave.
Year 13,M1 (shared with Y12 FMM1),y13_m1_047,Summer,S8B,7-11 Jun 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 13,M1 (shared with Y12 FMM1),y13_m1_048,Summer,S9A,14-18 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 13,M1 (shared with Y12 FMM1),y13_m1_049,Summer,S10B,21-25 Jun 2027,B,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Exams/study leave.
Year 13,M1 (shared with Y12 FMM1),y13_m1_050,Summer,S11A,28-30 Jun 2027,A,0,Summer Term,,"Revision, intervention, study leave or exams",cse,No planned first teaching. Use if students are present for exam readiness.,Final week usually off timetable. No required teaching.
Year 13 FM,FM FP1/FP2,y13_fmfp12_001,Michaelmas,M1A,24-28 Aug 2026,A,0,Start of Year,1/2,"Induction, routines, course overview and diagnostic",flex,"Set expectations, confirm calculator and folder systems, review exam-board structure and diagnose prerequisite gaps.","Induction, routines and diagnostics. Welcome day Wed 26 Aug. No formal first teaching."
Year 13 FM,FM FP1/FP2,y13_fmfp12_002,Michaelmas,M1A,24-28 Aug 2026,A,0,Start of Year,2/2,Baseline skills check and target setting,flex,"Set expectations, confirm calculator and folder systems, review exam-board structure and diagnose prerequisite gaps.",
Year 13 FM,FM FP1/FP2,y13_fmfp12_003,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,FP1.1 Complex Numbers,1/8,FP1.1.1 Imaginary and Complex Numbers,core,"Differentiatio Scaffolding: Build foundational understanding through progressive representation from algebraic to geometric forms. Model addition, subtraction, and multiplication using Argand diagrams before formalising modulus-argument relationships. Scaffold proofs of identities and modulus properties step-by-step. SEND/EAL Support Provide dual-coded Ar...","Formal teaching starts. Yr 7, 10 and 12 CAT4 testing Wed 2 Sep."
Year 13 FM,FM FP1/FP2,y13_fmfp12_004,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,FP1.1 Complex Numbers,2/8,FP1.1.2 Multiplying Complex Numbers,core,"Differentiatio Scaffolding: Build foundational understanding through progressive representation from algebraic to geometric forms. Model addition, subtraction, and multiplication using Argand diagrams before formalising modulus-argument relationships. Scaffold proofs of identities and modulus properties step-by-step. SEND/EAL Support Provide dual-coded Ar...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_005,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,FP1.1 Complex Numbers,3/8,FP1.1.3 Complex Conjugation,core,"Differentiatio Scaffolding: Build foundational understanding through progressive representation from algebraic to geometric forms. Model addition, subtraction, and multiplication using Argand diagrams before formalising modulus-argument relationships. Scaffold proofs of identities and modulus properties step-by-step. SEND/EAL Support Provide dual-coded Ar...",
Year 13 FM,FM FP1/FP2,y13_fmfp12_006,Michaelmas,M2B,31 Aug-4 Sep 2026,B,1,FP1.1 Complex Numbers,4/8,FP1.1.4 Argand Diagrams + FP1.1.5 Modulus and Argument,core,"Differentiatio Scaffolding: Build foundational understanding through progressive representation from algebraic to geometric forms. Model addition, subtraction, and multiplication using Argand diagrams before formalising modulus-argument relationships. Scaffold proofs of identities and modulus properties step-by-step. SEND/EAL Support Provide dual-coded Ar...",
